property_id,title,property_type,location_name,city,state,price_inr,area_sqft,bedrooms,bathrooms,furnishing_status,latitude,longitude,listing_type
195,3 BHK Apartment in Madhapur,Apartment,Madhapur,Hyderabad,Telangana,35651000,2072,3,3,Furnished,17.437958,78.384271,New Launch
196,Plot in Kondapur,Plot,Kondapur,Hyderabad,Telangana,12974000,1507,0,0,NA,17.450851,78.344615,New Launch
197,2 BHK Apartment in Medchal,Apartment,Medchal,Hyderabad,Telangana,6128000,1281,2,1,Unfurnished,17.62827,78.480424,Resale
198,2 BHK Apartment in Jubilee Hills,Apartment,Jubilee Hills,Hyderabad,Telangana,22195000,1258,2,1,Semi-Furnished,17.433849,78.398954,Sale
199,2 BHK House in Banjara Hills,House,Banjara Hills,Hyderabad,Telangana,15198000,1135,2,2,Furnished,17.404654,78.448058,Sale
200,2 BHK Villa in Adibatla,Villa,Adibatla,Hyderabad,Telangana,7117000,917,2,2,Semi-Furnished,17.214413,78.531865,New Launch
201,Plot in Adibatla,Plot,Adibatla,Hyderabad,Telangana,19160000,4272,0,0,NA,17.214546,78.547936,Resale
202,3 BHK Villa in Maheshwaram,Villa,Maheshwaram,Hyderabad,Telangana,10487000,1691,3,3,Semi-Furnished,17.140413,78.429467,New Launch
203,3 BHK Apartment in Manikonda,Apartment,Manikonda,Hyderabad,Telangana,21556000,1984,3,3,Furnished,17.401275,78.393436,Resale
204,Plot in Madhapur,Plot,Madhapur,Hyderabad,Telangana,30657000,1978,0,0,NA,17.440381,78.405975,Resale
205,4 BHK Apartment in Jubilee Hills,Apartment,Jubilee Hills,Hyderabad,Telangana,70493000,4071,4,5,Unfurnished,17.443478,78.413997,Sale
206,3 BHK Apartment in Nallagandla,Apartment,Nallagandla,Hyderabad,Telangana,14143000,1618,3,3,Semi-Furnished,17.470149,78.305818,New Launch
207,3 BHK Apartment in Kondapur,Apartment,Kondapur,Hyderabad,Telangana,16982000,1614,3,2,Furnished,17.450465,78.351365,New Launch
208,Plot in Madhapur,Plot,Madhapur,Hyderabad,Telangana,77591000,4668,0,0,NA,17.443673,78.393511,New Launch
209,2 BHK House in Manikonda,House,Manikonda,Hyderabad,Telangana,12404000,1221,2,2,Furnished,17.404856,78.379785,New Launch
210,4 BHK Apartment in Tellapur,Apartment,Tellapur,Hyderabad,Telangana,17426000,2877,4,5,Unfurnished,17.458089,78.306326,Resale
211,4 BHK Villa in Shamshabad,Villa,Shamshabad,Hyderabad,Telangana,21754000,2575,4,4,Unfurnished,17.267592,78.426366,Resale
212,2 BHK Villa in Manikonda,Villa,Manikonda,Hyderabad,Telangana,11758000,1201,2,2,Unfurnished,17.396456,78.384652,Resale
213,3 BHK Apartment in Shadnagar,Apartment,Shadnagar,Hyderabad,Telangana,8606000,1403,3,3,Unfurnished,17.055618,78.207489,New Launch
214,2 BHK Apartment in Kondapur,Apartment,Kondapur,Hyderabad,Telangana,11763000,1297,2,2,Furnished,17.46412,78.35769,Resale
215,2 BHK Apartment in Maheshwaram,Apartment,Maheshwaram,Hyderabad,Telangana,5255000,1237,2,2,Furnished,17.144009,78.427275,Sale
216,3 BHK Apartment in Kukatpally,Apartment,Kukatpally,Hyderabad,Telangana,10914000,1409,3,2,Unfurnished,17.490266,78.412527,New Launch
217,3 BHK Apartment in Shamshabad,Apartment,Shamshabad,Hyderabad,Telangana,11795000,2165,3,3,Unfurnished,17.255747,78.424174,Sale
218,Plot in Banjara Hills,Plot,Banjara Hills,Hyderabad,Telangana,36064000,2285,0,0,NA,17.423715,78.433363,Resale
219,3 BHK Apartment in Shamirpet,Apartment,Shamirpet,Hyderabad,Telangana,10178000,1969,3,2,Unfurnished,17.607905,78.578661,Resale
220,3 BHK Apartment in Tukkuguda,Apartment,Tukkuguda,Hyderabad,Telangana,12291000,2084,3,2,Semi-Furnished,17.191049,78.494616,New Launch
221,4 BHK Apartment in Shamshabad,Apartment,Shamshabad,Hyderabad,Telangana,9515000,2685,4,5,Semi-Furnished,17.250075,78.429895,Resale
222,3 BHK Apartment in Kokapet,Apartment,Kokapet,Hyderabad,Telangana,36222000,2165,3,2,Semi-Furnished,17.399619,78.342933,New Launch
223,2 BHK Apartment in Patancheru,Apartment,Patancheru,Hyderabad,Telangana,4910000,1016,2,1,Semi-Furnished,17.52589,78.263168,Sale
224,3 BHK Apartment in Shamirpet,Apartment,Shamirpet,Hyderabad,Telangana,9716000,2133,3,3,Furnished,17.594889,78.568326,Sale
225,3 BHK Apartment in Financial District,Apartment,Financial District,Hyderabad,Telangana,23132000,1905,3,3,Unfurnished,17.403429,78.346148,Resale
226,2 BHK Apartment in Medchal,Apartment,Medchal,Hyderabad,Telangana,6350000,1174,2,1,Furnished,17.629537,78.489125,Resale
227,2 BHK Apartment in Madhapur,Apartment,Madhapur,Hyderabad,Telangana,18051000,1231,2,1,Unfurnished,17.447876,78.393572,Sale
228,3 BHK House in Adibatla,House,Adibatla,Hyderabad,Telangana,10086000,1490,3,2,Unfurnished,17.22098,78.536151,Sale
229,2 BHK House in Miyapur,House,Miyapur,Hyderabad,Telangana,9188000,943,2,1,Furnished,17.502725,78.364601,Sale
230,2 BHK Apartment in Patancheru,Apartment,Patancheru,Hyderabad,Telangana,4756000,936,2,1,Furnished,17.53471,78.280986,Resale
231,Plot in Tellapur,Plot,Tellapur,Hyderabad,Telangana,36961000,4245,0,0,NA,17.44384,78.288745,Sale
232,2 BHK Apartment in Miyapur,Apartment,Miyapur,Hyderabad,Telangana,13314000,1304,2,1,Furnished,17.490277,78.363431,Sale
233,2 BHK Villa in Jubilee Hills,Villa,Jubilee Hills,Hyderabad,Telangana,17892000,1188,2,1,Semi-Furnished,17.427139,78.411284,New Launch
234,3 BHK House in Maheshwaram,House,Maheshwaram,Hyderabad,Telangana,11430000,1732,3,3,Furnished,17.149019,78.449799,Sale
235,2 BHK Apartment in Kondapur,Apartment,Kondapur,Hyderabad,Telangana,11389000,1156,2,1,Semi-Furnished,17.464105,78.344218,Resale
236,1 BHK Villa in Manikonda,Villa,Manikonda,Hyderabad,Telangana,7001000,605,1,1,Furnished,17.414245,78.391877,Resale
237,2 BHK House in Shadnagar,House,Shadnagar,Hyderabad,Telangana,3704000,987,2,2,Unfurnished,17.059079,78.221557,New Launch
238,2 BHK Apartment in Maheshwaram,Apartment,Maheshwaram,Hyderabad,Telangana,5148000,1184,2,1,Furnished,17.125511,78.42833,New Launch
239,2 BHK Apartment in Financial District,Apartment,Financial District,Hyderabad,Telangana,14743000,1324,2,2,Semi-Furnished,17.422711,78.330815,Resale
240,3 BHK Apartment in Tellapur,Apartment,Tellapur,Hyderabad,Telangana,15386000,1726,3,2,Semi-Furnished,17.45413,78.277094,Sale
241,3 BHK Apartment in Gachibowli,Apartment,Gachibowli,Hyderabad,Telangana,30993000,1742,3,3,Furnished,17.442686,78.340044,Sale
242,4 BHK Apartment in Tellapur,Apartment,Tellapur,Hyderabad,Telangana,36944000,3984,4,5,Unfurnished,17.446453,78.287339,New Launch
243,Plot in Narsingi,Plot,Narsingi,Hyderabad,Telangana,36066000,4834,0,0,NA,17.380404,78.348381,Resale
244,2 BHK House in Shamshabad,House,Shamshabad,Hyderabad,Telangana,9813000,1295,2,2,Furnished,17.239853,78.445269,Sale
245,Plot in Shamirpet,Plot,Shamirpet,Hyderabad,Telangana,27517000,4552,0,0,NA,17.607572,78.579694,Sale
246,3 BHK Apartment in Narsingi,Apartment,Narsingi,Hyderabad,Telangana,15660000,2137,3,2,Unfurnished,17.393139,78.356909,New Launch
247,4 BHK House in Kukatpally,House,Kukatpally,Hyderabad,Telangana,20798000,2523,4,5,Unfurnished,17.478314,78.410032,Resale
248,3 BHK Apartment in Jubilee Hills,Apartment,Jubilee Hills,Hyderabad,Telangana,23625000,1601,3,3,Furnished,17.426248,78.415598,Sale
249,2 BHK Apartment in Shamirpet,Apartment,Shamirpet,Hyderabad,Telangana,5201000,1022,2,1,Semi-Furnished,17.604701,78.570221,Sale
250,Plot in Narsingi,Plot,Narsingi,Hyderabad,Telangana,23023000,3473,0,0,NA,17.367485,78.342932,Resale
251,Plot in Madhapur,Plot,Madhapur,Hyderabad,Telangana,23397000,1488,0,0,NA,17.445629,78.382645,New Launch
252,3 BHK Apartment in Banjara Hills,Apartment,Banjara Hills,Hyderabad,Telangana,30361000,1671,3,2,Semi-Furnished,17.416734,78.445977,Resale
253,3 BHK House in Medchal,House,Medchal,Hyderabad,Telangana,7784000,2106,3,3,Unfurnished,17.636967,78.48895,New Launch
254,2 BHK Apartment in Narsingi,Apartment,Narsingi,Hyderabad,Telangana,9416000,1350,2,2,Semi-Furnished,17.373121,78.34901,Resale
255,Plot in Shadnagar,Plot,Shadnagar,Hyderabad,Telangana,16830000,4671,0,0,NA,17.080978,78.202743,Sale
256,2 BHK Villa in Kondapur,Villa,Kondapur,Hyderabad,Telangana,9498000,963,2,2,Unfurnished,17.465996,78.370902,Resale
257,2 BHK House in Medchal,House,Medchal,Hyderabad,Telangana,5664000,1284,2,1,Semi-Furnished,17.639955,78.488883,Sale
258,3 BHK House in Financial District,House,Financial District,Hyderabad,Telangana,26856000,1759,3,3,Semi-Furnished,17.427014,78.346106,Sale
259,Plot in Tellapur,Plot,Tellapur,Hyderabad,Telangana,16436000,2332,0,0,NA,17.449792,78.277257,Resale
260,1 BHK Apartment in Miyapur,Apartment,Miyapur,Hyderabad,Telangana,6545000,682,1,1,Unfurnished,17.48391,78.349285,New Launch
261,Plot in Medchal,Plot,Medchal,Hyderabad,Telangana,17673000,2892,0,0,NA,17.627382,78.481656,Resale
262,3 BHK Villa in Manikonda,Villa,Manikonda,Hyderabad,Telangana,24591000,1962,3,3,Unfurnished,17.404848,78.387804,New Launch
263,4 BHK Apartment in Shamshabad,Apartment,Shamshabad,Hyderabad,Telangana,9693000,2335,4,4,Unfurnished,17.260027,78.421708,New Launch
264,3 BHK Apartment in Madhapur,Apartment,Madhapur,Hyderabad,Telangana,36639000,2150,3,2,Furnished,17.451598,78.393231,Sale
265,Plot in Nallagandla,Plot,Nallagandla,Hyderabad,Telangana,28152000,4513,0,0,NA,17.47494,78.332278,Sale
266,1 BHK Apartment in Manikonda,Apartment,Manikonda,Hyderabad,Telangana,5380000,760,1,1,Semi-Furnished,17.387343,78.391837,Sale
267,2 BHK Apartment in Nallagandla,Apartment,Nallagandla,Hyderabad,Telangana,8908000,1215,2,2,Unfurnished,17.484994,78.312568,New Launch
268,3 BHK House in Jubilee Hills,House,Jubilee Hills,Hyderabad,Telangana,41808000,1844,3,3,Furnished,17.426319,78.412412,Resale
269,Plot in Shamshabad,Plot,Shamshabad,Hyderabad,Telangana,13252000,2234,0,0,NA,17.265486,78.446296,Resale
270,2 BHK Apartment in Gachibowli,Apartment,Gachibowli,Hyderabad,Telangana,21860000,1311,2,1,Unfurnished,17.443091,78.350555,New Launch
271,Plot in Miyapur,Plot,Miyapur,Hyderabad,Telangana,12958000,1488,0,0,NA,17.498097,78.362319,Sale
272,3 BHK Villa in Nallagandla,Villa,Nallagandla,Hyderabad,Telangana,23851000,2131,3,3,Furnished,17.474273,78.314721,Resale
273,2 BHK Apartment in Shadnagar,Apartment,Shadnagar,Hyderabad,Telangana,5815000,1220,2,2,Furnished,17.055398,78.203237,New Launch
274,Plot in Shadnagar,Plot,Shadnagar,Hyderabad,Telangana,25323000,4637,0,0,NA,17.055725,78.221978,Sale
275,Plot in Tukkuguda,Plot,Tukkuguda,Hyderabad,Telangana,7905000,2424,0,0,NA,17.211776,78.475762,New Launch
276,3 BHK House in Tukkuguda,House,Tukkuguda,Hyderabad,Telangana,13040000,1774,3,2,Unfurnished,17.207175,78.482983,Resale
277,3 BHK Apartment in Medchal,Apartment,Medchal,Hyderabad,Telangana,11363000,2094,3,3,Furnished,17.619644,78.493406,New Launch
278,3 BHK Villa in Maheshwaram,Villa,Maheshwaram,Hyderabad,Telangana,9110000,1927,3,3,Unfurnished,17.147249,78.42727,New Launch
279,2 BHK Apartment in Medchal,Apartment,Medchal,Hyderabad,Telangana,6541000,1243,2,1,Furnished,17.628257,78.495193,Resale
280,2 BHK Apartment in Kokapet,Apartment,Kokapet,Hyderabad,Telangana,21871000,1367,2,1,Unfurnished,17.380774,78.342723,Sale
281,2 BHK Apartment in Shadnagar,Apartment,Shadnagar,Hyderabad,Telangana,9236000,1364,2,2,Furnished,17.057465,78.20925,Resale
282,2 BHK Apartment in Nallagandla,Apartment,Nallagandla,Hyderabad,Telangana,7006000,900,2,1,Furnished,17.470951,78.304769,New Launch
283,2 BHK Apartment in Manikonda,Apartment,Manikonda,Hyderabad,Telangana,8967000,1376,2,1,Unfurnished,17.411759,78.387863,Resale
284,2 BHK Apartment in Gachibowli,Apartment,Gachibowli,Hyderabad,Telangana,15834000,1334,2,2,Semi-Furnished,17.42782,78.34427,Sale
285,Plot in Gachibowli,Plot,Gachibowli,Hyderabad,Telangana,32586000,2143,0,0,NA,17.448927,78.35631,Resale
286,3 BHK House in Miyapur,House,Miyapur,Hyderabad,Telangana,20079000,1981,3,3,Semi-Furnished,17.493107,78.356446,Sale
287,1 BHK House in Shamirpet,House,Shamirpet,Hyderabad,Telangana,6476000,856,1,1,Semi-Furnished,17.599663,78.552317,New Launch
288,3 BHK Villa in Shamshabad,Villa,Shamshabad,Hyderabad,Telangana,12566000,1578,3,2,Semi-Furnished,17.242272,78.443584,Sale
289,3 BHK Apartment in Adibatla,Apartment,Adibatla,Hyderabad,Telangana,11657000,1645,3,3,Furnished,17.230678,78.529883,Resale
290,3 BHK Apartment in Kokapet,Apartment,Kokapet,Hyderabad,Telangana,23898000,1472,3,3,Furnished,17.389747,78.343654,Resale
291,2 BHK Villa in Medchal,Villa,Medchal,Hyderabad,Telangana,11208000,1318,2,2,Unfurnished,17.614491,78.482904,Sale
292,Plot in Narsingi,Plot,Narsingi,Hyderabad,Telangana,14753000,1929,0,0,NA,17.367498,78.352382,New Launch
293,3 BHK Apartment in Financial District,Apartment,Financial District,Hyderabad,Telangana,16702000,1439,3,2,Unfurnished,17.413787,78.337652,Resale
294,2 BHK Apartment in Tukkuguda,Apartment,Tukkuguda,Hyderabad,Telangana,6606000,1081,2,1,Unfurnished,17.206987,78.472615,New Launch
295,3 BHK Apartment in Manikonda,Apartment,Manikonda,Hyderabad,Telangana,14001000,1435,3,3,Unfurnished,17.401971,78.373721,Sale
296,3 BHK Apartment in Tellapur,Apartment,Tellapur,Hyderabad,Telangana,15981000,2097,3,3,Semi-Furnished,17.461286,78.289741,New Launch
297,3 BHK Apartment in Banjara Hills,Apartment,Banjara Hills,Hyderabad,Telangana,35803000,2185,3,3,Furnished,17.411777,78.449022,Sale
298,2 BHK Apartment in Narsingi,Apartment,Narsingi,Hyderabad,Telangana,6972000,923,2,1,Semi-Furnished,17.386584,78.363159,Resale
299,3 BHK Villa in Maheshwaram,Villa,Maheshwaram,Hyderabad,Telangana,12349000,1649,3,2,Semi-Furnished,17.13604,78.441696,Resale
300,Plot in Financial District,Plot,Financial District,Hyderabad,Telangana,32299000,2605,0,0,NA,17.414989,78.349838,Resale
